"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Catherine Breillat","Jean-François Lepetit","Catherine Breillat","Trimark Pictures","R","Drama","English","Oct 1, 1999, Wide","Nov 19, 2021","$1.3M","1h 26m","Surround","A woman (Caroline Ducey) has several affairs, trying to spark the interest of her lover (Sagamore Stévenin), a self-absorbed, male model.",49,45,"Romance"
