"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Andrucha Waddington","Leonardo Monteiro de Barros, Pedro Buarque, Andrucha Waddington, Pedro Guimaraes","Elena Soarez, Luiz Carlos Barreto, Andrucha Waddington","Conspiração Filmes","R (Some Graphic Sexuality)","Drama","Portuguese (Brazil)","Aug 11, 2006","Dec 12, 2006","$529.3K","1h 55m","Dolby Digital","After their patriarch (Ruy Guerra) dies in an accident, a pregnant woman (Fernanda Torres) and her mother (Fernanda Montenegro) must fend for themselves in a harsh desert in northern Brazil. Befriended by a local man (Luiz Melodia), they establish a modest home, and the younger one, Aurea, dreams of escape, but the older one, Dona Maria, learns to accept her fate.",79,79,"The House of Sand"
