"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jim Kouf","Lynn Kouf","R","Comedy","English","Apr 14, 1989, Limited","Mar 1, 2013","$7.4M","1h 41m","Surround","Four crooks cause trouble while waiting for their leader (Corbin Bernsen) being chased by two inept detectives.",43,58,"Disorganized Crime"
