"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Neil LaBute","Stephen Pevner, Mark Archer","Neil LaBute","Sony Pictures Classics","R","Drama","English","Mar 28, 1997, Wide","Apr 19, 2016","$3.0M","1h 35m","Stereo, Surround","35mm, Flat (1.85:1)","Chad (Aaron Eckhart) and Howard (Matt Malloy) are junior executives working in the Midwest who are sent on a six-week business trip, with Howard in charge of the project. Both are suffering from recent breakups with their girlfriends, and, in a twisted game of male domination, they vengefully plot to both romance a deaf secretary (Stacy Edwards) with the intention of simultaneously breaking up with her and thus destroying her fragile self-esteem.",89,80,"In the Company of Men"
