"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sidney Lumet","Gary Foster, Lee Rich","R","Crime, Drama","English","Jan 10, 2014","$4.2M","1h 48m","Surround","After serving three years in prison covering for her gangster boyfriend, Kevin (Jeremy Northam), Gloria (Sharon Stone) returns to New York City for the money she was promised. Inside Kevin's base of operations, she finds 7-year-old Nicky (Jean-Luke Figueroa), whose family has been killed. Nicky is hanging onto a computer disk that incriminates the gang. Kevin refuses to pay Gloria, so she steals Nicky and the evidence. On the run in the city, the cynical ex-convict and the young boy grow close.",14,31,"Gloria"
