"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jim Henson, Frank Oz","Gary Kurtz, Jim Henson","David Odell, Jim Henson","Universal Pictures","Jim Henson Productions, Incorporated Television Company","PG","Kids & Family, Fantasy","English","Dec 17, 1982, Wide","Dec 4, 2022","Oct 9, 2011","1h 35m","Surround","Jen (Stephen Garlick), raised by the noble race called the Mystics, has been told that he is the last survivor of his own race, the Gelflings. He sets out to try to find a shard of the dark crystal, a powerful gem that once provided balance to the universe. After the crystal was broken, the evil Skeksis used sinister means to gain control. Jen believes that he can repair the dark crystal and bring peace back to the world, if he can only find the remaining shard.",78,81,"The Dark Crystal"
