"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ivan Passer","United Artists","Edward Spector Productions Inc.","R","Comedy, Drama","English","Dec 1, 1971, Limited","Dec 2, 2016","1h 30m","J. (George Segal) used to be a hairdresser, but now he's found a new profession: heroin junkie. On the mean streets of New York City, he scrounges for his next fix -- mooching from his best friend, Billy Dynamite (Jay Fletcher), and doing odd jobs for a drug dealer known as The Geek. But J. soon finds it more lucrative to work as an informer to the police. Meanwhile, he begins a tenuous romance with Parm (Karen Black), a woman he met while trying to steal her car.",29,34,"Born to Win"
