"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Walter Hill","Lawrence Gordon","Walter Hill","20th Century Fox","EMI Films Ltd., 20th Century Fox","PG","Crime, Drama","English","Jul 10, 1978, Original","May 22, 2007","1h 31m","Stereo, Mono","An enigmatic man of fast cars and few words, the Driver (Ryan O'Neal) excels at maneuvering getaway vehicles through the tightest of spots, making him quite in demand in criminal circles. His skill and notoriety, however, infuriate the Detective (Bruce Dern), who becomes obsessed with taking the Driver down. Luckily for the speed-loving anti-hero, the Player (Isabelle Adjani), a gorgeous and resourceful woman, is around to help him elude the Detective.",79,77,"The Driver"
