"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Thembi Banks","Twinkie Byrd, Baron Davis, Poppy Hanks, Charles D. King, James Lopez, Tommy Oliver","Juel Taylor, Tony Rettenmaier","Confluential Films, MACRO, No Label Productions","R","Drama","English","1h 53m","A hot-tempered high school senior finds his claustrophobic life suddenly thrust into an enticing, dangerous direction after he is robbed at gunpoint by the girl of his dreams.",69,NA,"Young. Wild. Free."
