"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Joseph Brooks","Joseph Brooks","Joseph Brooks","Columbia Pictures","Columbia","PG","Musical","English","Aug 31, 1977, Original","Jan 22, 2002","1h 30m","Stereo","The daughter (Didi Conn) of a show-business star tries to make it on her own as a singer and songwriter.",17,20,"You Light Up My Life"
