"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Dover Koshashvili","Mary Bing, Donald Rosenfeld","Mary Bing","Drama","English","Apr 28, 2010, Original","Dec 5, 2016","1h 35m","Laevsky runs away with his married mistress Nadya and suffers a mental breakdown.",81,66,"Anton Chekhov's The Duel"
