"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Keith Thomas","Jason Blum, Akiva Goldsman","Scott Teems","Universal Pictures","Angry Adam Productions, Blumhouse Productions, BoulderLight Pictures, Weed Road Pictures","R (Violent Content)","Horror, Mystery & Thriller, Drama, Sci-Fi","English","May 13, 2022, Wide","May 13, 2022","$9.3M","1h 34m","Dolby Digital","Scope (2.35:1)","For more than a decade, parents Andy (Zac Efron; Extremely Wicked, Shockingly Evil and Vile; The Greatest Showman) and Vicky (Sydney Lemmon; Fear the Walking Dead, Succession) have been on the run, desperate to hide their daughter Charlie (Ryan Kiera Armstrong; American Horror Story: Double Feature, The Tomorrow War) from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative (Michael Greyeyes; Wild Indian, Rutherford Falls) is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",10,47,"Firestarter"
