"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ronnie Yu","Ronnie Yu, David Wu Dai-Wai, Liang Yusheng","Drama","Chinese","Apr 1, 2019","1h 32m","Surround","Zhuo (Leslie Cheung), a master swordsman, is in charge of an army chosen to protect China from an evil cult. During a battle with the enemy, Zhuo falls in love with Lian (Brigitte Lin), a young woman who was raised by wolves and then adopted by the Siamese twins who lead the cult. The two seek a life of peace and quiet, but when Zhuo's colleagues are mysteriously slaughtered, survivors believe Lian is the culprit. Zhuo finds himself forced to turn against his beloved.",100,74,"The Bride With White Hair"
