"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Robert Allan Ackerman","Gale Anne Hurd","Deena Goldstone","New Line Cinema, Pacific Western","PG-13","Drama","English","$1.6M","1h 36m","Surround, Stereo","Mag Singer (Susan Sarandon) is an obsessive and superstitious mother who must face the severe issues that threaten to tear apart her entire family. One of her several sons, all of whom are grown, might have been killed in the Middle East, where he was serving in the Marines. The rest of her sons and her estranged husband (Sam Shepard) gather at her home to help each other through this trying period. Accompanying them, unfortunately, are the sins and regrets of the past.",54,73,"Safe Passage"
