"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Carol Reed","John Woolf","Vernon Harris","Romulus Films Ltd., Warwick Film Productions","G","Musical","English","Sep 26, 1968, Original","Dec 10, 1968","Apr 1, 2010","2h 26m","Stereo","In this award-winning adaptation of the Broadway musical based on the Charles Dickens novel, 9-year-old orphan Oliver Twist (Mark Lester) falls in with a group of street-urchin pickpockets led by the Artful Dodger (Jack Wild) and masterminded by the criminal Fagin (Ron Moody). When Oliver's intended mark, Mr. Brownlow (Joseph O'Conor), takes pity on the lad and offers him a home, Fagin's henchman Bill Sikes (Oliver Reed) plots to kidnap the boy to keep him from talking.",90,81,"Oliver!"
