"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Alejandro Jodorowsky","Alejandro Jodorowsky","ABKCO Films Inc.","ABKCO Films Inc., Producciones Zohar","R","Fantasy, Sci-Fi","English","Nov 29, 1973, Original","Aug 10, 2016","$61.0K","2h 6m","A Mexican master (Alexandro Jodorowsky) leads a Christ figure (Horacio Salinas) and other disciples to a mountain of immortal wise men.",85,88,"The Holy Mountain"
