"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Mulligan","Alan J. Pakula","National General","G","Western","English","Dec 25, 1968, Limited","Apr 1, 2012","1h 49m","While moving a group of Apaches to a Native American reservation in Arizona, an American scout named Sam Varner (Gregory Peck) is surprised to find a white woman, Sarah Carver (Eva Marie Saint), living with the tribe. When Sam learns that she was taken captive by an Indian named Salvaje ten years ago, he attempts to escort Sarah and her half-Native American son to his home in New Mexico. However, it soon becomes clear that Salvaje is hot on their trail.",40,61,"The Stalking Moon"
