"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Andrei Tarkovsky","Tamara Ogorodnikova","Andrey Konchalovskiy, Andrei Tarkovsky","Criterion Collection, Columbia Pictures","Mosfilm","R","Biography","Italian","Dec 15, 1972, Original","Aug 24, 2018","Sep 29, 2018","$101.4K","2h 45m","Mono","An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev (Anatoliy Solonitsyn). Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",95,93,"Andrei Rublev"
