"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Sojiro Motoki","Akira Kurosawa, Keinosuke Uegusa","Toho Company","Drama","Japanese","Dec 30, 1948, Wide","Nov 27, 2007","1h 42m","Mono","Academy (1.33:1)","The chaotic worlds of the Japanese Mafia (Yakuza) and an alcoholic doctor collide in this film noir classic from Akira Kurosawa. Gangster Toshiro Mifune visits doctor Takashi Shimura, after an unfortunate incident with a bullet. The doctor, who despises the Yakuza, discovers the young man is suffering from tuberculosis, a disease symbolic of what is happening to the doctor and the community he serves. Facing his own anger and fear, the doctor aligns himself with the gangster's world.",94,88,"Drunken Angel"
