"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Constantin Popescu","Constantin Popescu","Drama","Romanian","2h 32m","A man's life comes undone when his daughter disappears during an afternoon visit to the park.",100,100,"Pororoca"
