"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Fernando Eimbcke","Christian Valdelievre","Fernando Eimbcke, Paula Markovitch","CinePantera, Fidecine","Drama","Spanish","May 10, 2017","$5.7K","1h 25m","Juan (Diego Cataño) is a Mexican teen on a mission to repair his wrecked car, which was a gift from his father. Attempting to recover from a loss in his family, Juan wanders the streets of his town, encountering various characters, including martial-arts enthusiast and mechanic David (Juan Carlos Lara II) and Don Heber (Héctor Herrera), an elderly auto-shop owner. Slowly, the determined Juan gets closer to having his car fixed, but not before spending time with his eccentric new friends.",84,63,"Lake Tahoe"
