"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Anne Goursaud","Paul Hertzberg, Catalaine Knell","CineTel Pictures","R","Mystery & Thriller","English","Dec 1, 2008","1h 50m","Ultra-Stereo","Flat (1.85:1)","Lily (Alyssa Milano), a sheltered Midwesterner, arrives in Los Angeles to attend art school. In the large apartment she shares with several others, she discovers a diary detailing the sexual misadventures of a girl named Ivy, and decides to transform herself into the girl's image. First, she seduces her housemate Gredin (Johnathon Schaech), and then her married professor, Donald (Xander Berkeley). Lust turns to obsession, which soon gives rise to violence.",14,36,"Poison Ivy II: Lily"
