"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Max Ophuls","Albert Caraco, André Haguet, Anton Schelkopf","Cécil Saint-Laurent, Annette Wademant, Max Ophuls, Jacques Natanson","Gamma Film","Drama","English","Oct 10, 2008","Oct 15, 2020","$107.3K","1h 50m","Mono","35mm","Once, Lola Montes (Martine Carol) was a famous cabaret dancer and the lover of many of 19th-century Europe's most prominent men. Now she works in a seedy American circus, where a circus master (Peter Ustinov) tells her life story as the main attraction. After her mother's lover (Ivan Desny) marries Lola instead, she is abducted by Russian cossacks. Her many affairs end in marriage to King Ludwig I of Bavaria (Anton Walbrook). She then flees when revolution threatens his kingdom.",82,77,"Lola Montes"
