"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Frank Capra","George S. Kaufman, Moss Hart, Robert Riskin","Columbia Pictures","Columbia Pictures","Comedy","English","Aug 23, 1938, Wide","Jan 28, 2015","2h 7m","Flat (1.37:1)","Sweet-natured Alice Sycamore (Jean Arthur) falls for banker's son Tony Kirby (James Stewart). But when she invites her snooty prospective in-laws to dinner to give their blessing to the marriage, Alice's peculiar extended family -- including philosophical grandfather Martin Vanderhof (Lionel Barrymore), hapless fledgling ballerina sister Essie (Ann Miller) and fireworks enthusiast father, Paul (Samuel S. Hinds) -- might be too eccentric for the staid Kirbys.",94,88,"You Can't Take It With You"
