"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Gordon Chan","Gordon Chan, Lan Kay Toa, Kwong Kim Yip","Miramax Films","Miramax","R","Action","Chinese","Feb 28, 1994, Original","May 22, 2017","1h 43m","Chinese martial arts student Chen Zhen (Jet Li) is studying in Kyoto, Japan, when he learns his mentor has died in a match against Ryuichi Akutagawa (Jackson Liu). Returning home to the Japanese-occupied Shanghai of 1937, Chen challenges Ryuichi to a fight and easily defeats him. Concluding his master was set up, Chen has an autopsy performed. Meanwhile, word of his martial arts skill entices new students hoping to study with him, making his teacher's son, Huo Ting-An (Chin Siu Ho), jealous.",100,92,"Fist of Legend"
