"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Rob Reiner","Roger Birnbaum","Steve Bloom, Jonathan Roberts","Embassy Pictures, Monument Pictures","PG-13","Romance, Comedy","English","Aug 5, 2003","1h 34m","Gib (John Cusack), a college freshman, keeps striking out with women. When he learns that a beautiful Californian (Nicollette Sheridan) wants to have a tryst with him, he decides to carpool all the way to the West Coast to meet her. Unfortunately, one of the other passengers on the trip is Alison (Daphne Zuniga), an attractive but domineering girl who has rejected Gib once before. The journey is a nightmare until a funny thing happens -- Gib and Alison start to fall in love.",86,79,"The Sure Thing"
