"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Weir","Peter Weir","Buena Vista Pictures","Touchstone Pictures","PG-13","Romance, Comedy","English","Dec 23, 1990, Original","Nov 18, 2014","$29.8M","1h 48m","Surround, Stereo, Dolby SR","Urban horticulturalist Brontë Mitchell (Andie MacDowell) has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges Fauré (Gérard Depardieu), a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.",59,50,"Green Card"
