"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Andrew de Burgh","Andrew de Burgh, Esther Washington","Andrew de Burgh","Mystery & Thriller, Horror","English","19m","A beautiful widow with a dark secret uses Facebook to lure two young men to her apartment for a New Year's Eve party.",100,68,"Just One Drink"
