"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Charles Burnett","Samuel Goldwyn Company","SVS Films","PG","Drama","English","Oct 12, 1990, Original","Apr 19, 2016","$1.2M","1h 42m","Surround","Vagabond Harry (Danny Glover) pays an unexpected visit to his old chum Gideon (Paul Butler), who accepts the aimless man into his home, despite the fact that the household is already overcrowded. Hard-drinking yet charismatic, Harry both entertains and enrages Gideon and his wife, Suzie (Mary Alice). However, after Gideon falls gravely ill, Harry decides to step in and take his friend's place in the household. Unfortunately, his intentions are far from pure, and the consequences are tragic.",89,79,"To Sleep With Anger"
