"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jeff Tomsic","Todd Garner, Mark Steilen","Rob McKittrick, Mark Steilen","Warner Bros. Pictures","Broken Road","R (Crude Sexual Content|Brief Nudity|Drug Use|Language Throughout)","Comedy","English","Jun 15, 2018, Wide","Aug 17, 2018","$54.5M","1h 40m","Dolby Atmos, Dolby Digital","Scope (2.35:1)","One month every year, five highly competitive friends hit the ground running for a no-holds-barred game of tag -- risking their necks, their jobs and their relationships to take one another down. This time, the game coincides with the wedding of the only undefeated player. What should be an easy target soon becomes an all-out war as he knows they're coming to get him.",56,57,"Tag"
