"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Zoltan Korda","Alexander Korda","London Film Productions","Adventure","English","1h 36m","On the frontier of India, British Capt. Carruthers (Roger Livesey) learns of an illegal arms transport, which leads to a peace treaty with Tokat leader Mohammed Khan. Khan's son, Prince Azim (Sabu), and their people welcome the British warmly, but Khan's brother, Ghul (Raymond Massey), rejects the treaty in a bid for power. Azim escapes Ghul's assassination attempt by going into hiding with the British, but takes action when Ghul plans a secret and brutal attack on Carruthers and his men.",83,56,"The Drum"
