"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Edouard Bergeon","Christophe Rossignon, Philip Boëffard","Edouard Bergeon, Bruno Ulmer, Emmanuel Courcol","VOO, Artémis Productions, BE TV, France 2 Cinema, Shelter prod, Nord-Ouest Films, Caneo Films, RTBF","Drama","French (France)","1h 43m","Scope (2.35:1)","A desperate man struggles to maintain the family farm after buying it from his unforgiving father.",88,NA,"In the Name of the Land"
