"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Melville","Jean-Pierre Melville","Jean Cocteau, Jean-Pierre Melville","Melville Productions","Drama","French (Canada)","Jul 28, 1950, Wide","Jul 24, 2007","1h 42m","Elisabeth (Nicole Stéphane) and her brother Paul (Edouard Dermithe) live isolated from much of the world after Paul is injured in a snowball fight. As a coping mechanism, the two conjure up a hermetic dream of their own making. Their relationship, however, isn't exactly wholesome. Jealousy and a malevolent undercurrent intrude on their fantasy when Elisabeth invites the strange Agathe (Renée Cosima) to stay with them -- and Paul is immediately attracted to her.",85,70,"The Strange Ones"
