"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sydney Pollack","Sydney Pollack","Universal Pictures","R","Romance","English","Dec 12, 1990, Original","Sep 1, 2019","$8.8M","2h 25m","Surround","Jack Weil (Robert Redford), a professional gambler, enjoys the hedonistic lifestyle of Batista's Cuba, where he is organizing a crucial poker game that could make or break him. He meets seductive Bobby Duran (Lena Olin) and is surprised that she, a wealthy woman, is aiding Fidel Castro and his communist rebels. Apolitical Jack doesn't usually take sides, but after Bobby and her husband, Arturo (Raul Julia), are arrested, he contemplates risking everything to help their cause.",27,57,"Havana"
