"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Delbert Mann","Harold Hecht, James Hill, Burt Lancaster","Paddy Chayefsky","United Artists","Drama","English","Apr 10, 1957, Original","1h 33m","Bookkeeper Charlie Samson (Don Murray) is attending night school to become an accountant when he finds out his wife, Helen (Patricia Smith), is pregnant. The news upsets Charlie because he believes a baby will prevent him from continuing his studies. His reservations come out during a wild and drunken bachelor party for his nervous work friend, Arnold (Philip Abbott). When single man Eddie (Jack Warden) steers the group to parties and strip clubs, Charlie becomes tempted to stray from his wife.",80,50,"The Bachelor Party"
