"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bruce Malmuth","R","Mystery & Thriller","English","Sep 8, 1986, Limited","May 25, 2011","1h 32m","A woman's (Jill Clayburgh) past makes her look suspect when two children by her second husband (Max Gail) are kidnapped.",33,56,"Where Are the Children?"
