"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Redford","Patrick Markey, Robert Redford","Nick Evans, Eric Roth, Richard LaGravenese","Touchstone Pictures, Wildwood Enterprises","PG-13","Drama","English","May 15, 1998, Original","Jul 5, 2014","$75.4M","2h 48m","Surround, Dolby Digital, DTS, SDDS","35mm","When teenage Grace (Scarlett Johansson) is traumatized by a riding accident that badly injures her horse, her mother Annie (Kristin Scott Thomas), a high-powered New York magazine editor, realizes Grace will only recover once the horse is healed. She takes them both to a secluded Montana ranch, where legendary ""horse whisperer"" Tom Booker (Robert Redford) begins to heal the horse, and also stirs long-dormant feelings in Annie that lead her to question her marriage and choice of career.",73,72,"The Horse Whisperer"
