"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Patrice Chéreau","Patrice Chéreau","Patrice Chéreau, Anne-Louise Trividic","Albachiara, Arte France Cinema, Networkmovie, StudioCanal","Drama","French (Canada)","Jul 14, 2006","May 1, 2008","$328.6K","1h 30m","Wealthy but arrogant writer Jean Hervey (Pascal Greggory) comes home one day to find that his wife, Gabrielle (Isabelle Huppert), has left him for another man. Realizing her mistake, Gabrielle returns, and the pair begin a merciless analysis of their marriage as the relationship comes undone.",75,55,"Gabrielle"
