"Director","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Mackenzie","Fourth Protocol","R","Mystery & Thriller","English","$12.4M","1h 58m","Surround","British spy John Preston (Michael Caine), recently demoted by his boss for a well-intentioned but unsanctioned mission, stumbles onto a covert plot by KGB agent Valeri Petrofsky (Pierce Brosnan), who is attempting to build and detonate a nuclear bomb on British soil and blame it on the Americans. With the support of the ailing MI5 director, Preston, who is still at odds with several of his superiors, attempts to uncover and thwart the plot before it's too late.",67,55,"The Fourth Protocol"
