"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Rossen","United Artists","Enterprise Films","Drama","English","Nov 9, 1947, Original","Aug 21, 2001","1h 44m","When amateur boxer Charley Davis (John Garfield) wins his first big match, he attracts the interest of small-time promoter Quinn (William Conrad). After Davis' father (Art Smith) is accidentally killed, Davis throws himself into his new career despite the protests of his mother (Anne Revere). A natural, Davis quickly climbs the boxing ladder where he eventually meets opportunistic promoter Roberts (Lloyd Gough), who introduces him to some unsavory elements.",92,88,"Body and Soul"
