"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Rachael Moriarty, Peter Murphy","Cúán Mac Conghail","Rachael Moriarty, Peter Murphy, Cúán Mac Conghail","Juno Films","Macalla","Drama","Irish","Mar 31, 2023, Limited","1h 28m","Grief-stricken Róise lost her husband, Frank, two years ago. Her son, Alan, worries about her but the arrival of a mysterious dog seems to bring happiness to her life once more. Róise soon comes to believe that the dog is, in fact, Frank reincarnated. He has come back to be with her again... and to coach the local sports team.",100,94,"Róise & Frank"
