"Director","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Andrew Marton","War","English","1h 39m","Just after getting married, Pvt. Doll (Keir Dullea) is shipped out to battle during World War II. Once there, he decides to do whatever it takes to survive the war, even disregarding orders. This attitude rankles his commanding officer, tough veteran Sgt. Welsh (Jack Warden). After Doll makes his first kill of a Japanese soldier, he starts becoming a violent fighter, responsible for many enemy deaths. Despite their differences, Welsh and Doll start working together to survive their mission.",77,64,"The Thin Red Line"
