"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Laurie Weltz","Nicolas Emiliani, Dwjuan F. Fox, Beverley Gordon","Laurie Weltz, India Ennenga","Breaking Glass Pictures","BrownBag Pictures, Decipher Entertainment","Drama","English","Mar 11, 2016, Limited","Aug 10, 2016","1h 49m","Scout (India Ennenga), a 15 year-old Goth girl, embarks on a road trip across Texas with a suicidal man (James Frecheville) to find her little sister.",60,39,"About Scout"
