"Director","Creator","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Uberto Pasolini","Uberto Pasolini","Uberto Pasolini","Tribeca Film","Redwave Films, RAI Cinema, Embargo Films","Drama","English (United Kingdom)","Jan 16, 2015, Limited","Jun 16, 2015","1h 32m","A mild-mannered civil employee (Eddie Marsan) dedicates his life to tracking down the next-of-kin of and arranging funerals for his community's unclaimed dead.",63,76,"Still Life"
