"Director","Producer","Production Co","Genre","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Fred Niblo","Douglas Fairbanks","Douglas Fairbanks Pictures","Adventure","Apr 2, 2017","1h 30m","When corrupt Governor Alvarado (George Periolat) crushes the poor people of Spanish California under his iron heel, wealthy fop Don Diego Vega (Douglas Fairbanks) sheds his silks, dons a mask and cape and becomes the legendary Zorro, defender of the people. Infuriated by Zorro's meddling, Alvarado dispatches his right-hand man, Captain Ramon (Robert McKim), who has a score to settle with Zorro for stealing away the object of his desire: the lovely Lolita Pulido (Marguerite De La Motte).",91,71,"The Mark of Zorro"
