"Director","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Otto Preminger","20th Century Fox","Crime, Drama","English","Jan 25, 2005","1h 37m","An unemployed drifter, Eric Stanton (Dana Andrews) wanders into a small California town and begins hanging around the local diner. While Eric falls for the lovely waitress Stella (Linda Darnell), he also begins romancing a quiet and well-to-do woman named June Mills (Alice Faye). Since Stella isn't interested in Eric unless he has money, the lovelorn guy comes up with a scheme to win her over, and it involves June. Before long, murder works its way into this passionate love triangle.",85,61,"Fallen Angel"
