"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"David Douglas","Drew Fellman","Drew Fellman","Warner Bros. Pictures","G","Documentary","English","Apr 4, 2014, Limited","Mar 31, 2015","$11.3M","40m","Millions of years ago, lemurs arrived as castaways on the island of Madagascar. Today, Dr. Patricia C. Wright is on a mission to ensure that these strange and endangered creatures survive in the modern world.",81,65,"Island of Lemurs: Madagascar"
