"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Moore","Ray Stark","Neil Simon","Columbia Pictures","Columbia","PG","Comedy, Drama","English","Dec 14, 1979, Wide","Jan 24, 2006","2h 4m","Leo Schneider (Joseph Bologna) introduces his brother, George (James Caan), to a vivacious, recently divorced actress named Jennie MacLaine (Marsha Mason). Although George was mourning his wife's death, he feels the spark of life return after his date with Jennie. They commence a whirlwind relationship, and in the blink of an eye they are suddenly married and on their honeymoon. Soon after, however, George begins feeling concerned that their union may have been somewhat hasty.",50,35,"Chapter Two"
