"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Igor Legarreta","Ibón Cormenzana, Koldo Zuazua, David Naranjo, Ignasi Estapé, Jérôme Vidal, Sandra Tapia","Jon Sagalá, Igor Legarreta, Jon Sagalá","Arcadia Motion Pictures, Kowalski Films","Horror, Fantasy, Drama","Spanish (Spain)","Feb 10, 2022","1h 20m","North of Spain, end of the 19th century. During the final throes of the last Carlist war, a little girl is rescued from an orphanage by a mysterious woman who lives deep inside the forest. Badly wounded and close to death, the girl believes the woman to be an angel who has come to take her to Heaven. Soon, however, she will discover that what this strange being has actually given her is the gift of eternal life... by turning her into a vampire. Left with no choice but to accept her new condition, she will have to learn to live in the profound and painful loneliness of time, trapped inside her little girl's body. An infinity of moons go by before, one day, she meets Cándido, a humble man who takes her in and treats her as if she were his own daughter. Now the little girl will be set on a new path, one that will see her rebel against her animalistic nature and revive in her the hope of getting back the life that was stolen from her.",90,67,"All the Moons"
