"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Theodoros Angelopoulos","Theodoros Angelopoulos, Tonino Guerra, Petros Markaris, Giorgio Silvagni","New Yorker Films","RAI Cinema, Istituto Luce Cinecittà","Drama","Greek","Feb 12, 2004, Original","Sep 16, 2005","$24.5K","2h 58m","Stereo","Adopted by Greek refugees, a young woman (Alexandra Aidini) marries her adoptive father's son and runs away with him.",67,90,"The Weeping Meadow"
