"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Leo McCarey","Leo McCarey","Leo McCarey, John D. Klorer, Ken Englund","RKO Radio Pictures","RKO Pictures","Comedy","English","Sep 1, 1948, Original","Oct 1, 2015","1h 53m","A do-gooder (Gary Cooper) frustrates his wife (Ann Sheridan) by lending their car, their money and their time to anyone who asks.",60,63,"Good Sam"
