"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Woody Allen","Erika Aronson, Letty Aronson, Edward Walson","Woody Allen","Amazon Studios","Amazon Studios, Perdido Productions, Gravier Productions","PG-13 (Smoking|Language|Some Sexuality|Thematic Content)","Drama","English","Dec 15, 2017, Wide","Feb 20, 2018","$1.2M","1h 41m","SDDS, Dolby Digital, DTS","Four peoples' lives intertwine amid the hustle and bustle of the Coney Island amusement park in the 1950s: Ginny, an emotionally volatile former actress now working as a waitress in a clam house; Humpty, Ginny's rough-hewn carousel operator husband; Mickey, a handsome young lifeguard who dreams of becoming a playwright; and Carolina, Humpty's long-estranged daughter, who is now hiding out from gangsters at her father's apartment.",31,43,"Wonder Wheel"
