"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Luc Godard","Georges de Beauregard","Jean-Luc Godard, François Truffaut","Imperia, Les Films Georges de Beauregard","Crime, Drama","French (France)","Feb 7, 1961, Wide","Nov 29, 2011","$47.1K","1h 30m","Petty thug Michel (Jean-Paul Belmondo) considers himself a suave bad guy in the manner of Humphrey Bogart, but panics and impulsively kills a policeman while driving a stolen car. On the lam, he turns to his aspiring journalist girlfriend, Patricia (Jean Seberg), hiding out in her Paris apartment while he tries to pull together enough money to get the pair to Italy. But when Patricia learns that her boyfriend is being investigated for murder, she begins to question her loyalties.",96,90,"Breathless"
