"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Frank Capra","Frank Capra, Harry Cohn","Samuel Hopkins Adams, Robert Riskin","RCA/Columbia, Columbia Pictures, Columbia TriStar Home Video","Columbia Pictures Corporation","Romance, Comedy","English","Feb 22, 1934, Original","Apr 16, 2012","1h 45m","Mono","35mm, Flat (1.37:1)","In Frank Capra's acclaimed romantic comedy, spoiled heiress Ellie Andrews (Claudette Colbert) impetuously marries the scheming King Westley, leading her tycoon father (Walter Connolly) to spirit her away on his yacht. After jumping ship, Ellie falls in with cynical newspaper reporter Peter Warne (Clark Gable), who offers to help her reunite with her new husband in exchange for an exclusive story. But during their travels, the reporter finds himself falling for the feisty young heiress.",98,93,"It Happened One Night"
