"Director","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Johnnie To","Nai-Hoi Yau","Drama","Chinese","Nov 19, 1999, Original","Mar 18, 2016","1h 21m","Boss Lung (Ko Hung) knows that someone in the Hong Kong Triad wants him dead. After a botched assassination nearly takes his life, he orders his right-hand man to recruit a group of expert bodyguards (Anthony Wong, Francis Ng, Roy Cheung, Lam Suet, Jackie Lui) to protect him from any further attacks. The hired gunmen quickly form a brotherhood, but their loyalty is tested when Lung discovers that one of them is having an affair with his wife, and he orders the others to kill him.",60,89,"The Mission"
