"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Tarun Mansukhani","Hiroo Johar, Karan Johar","Tarun Mansukhani","Yash Raj Films","Black Dog Jib Productions, Dharma Productions","Romance, Comedy","Hindi","Nov 14, 2008, Limited","Mar 8, 2017","$1.2M","2h 25m","A love triangle forms in Miami when two men (Abhishek Bachchan, John Abraham) who are pretending to be gay both fall in love with the same woman (Priyanka Chopra).",81,68,"Dostana"
