"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Blayne Weaver","Steak House, Tricia O'Kelley","Blayne Weaver","Secret Identity Productions, Steakhaus Productions","R (Language)","Comedy","English","Jul 10, 2009, Limited","Feb 4, 2014","$20.9K","1h 33m","When Sylvia (Tricia O'Kelley), a morning-show weather forecaster in Seattle, learns that her lover (Mark Harmon) is cheating on her, she confronts the cad during the broadcast and loses her job. Now unemployed and homeless, Sylvia moves in with her brother (Ryan Devlin) and must learn how to cope with being 35-years-old, single, and famous for melting down on live television.",33,36,"Weather Girl"
