"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Fritz Lang","Seton I. Miller","Graham Greene, Seton I. Miller","Paramount Pictures","Paramount Pictures","Mystery & Thriller","English","Oct 16, 1944, Original","Mar 12, 2013","1h 25m","Mono","35mm","Fresh from a two-year stint in a mental institution for the alleged ""mercy killing"" of his ailing wife, Stephen Neale (Ray Milland) visits a carnival where he wins a cake by guessing its weight. The cake, however, contains a microfilm sought after by Nazi spies, and Stephen soon finds himself a target. On the run and unsure of whom to trust, he enlists the help of a private detective (Erskine Sanford), a beautiful woman (Marjorie Reynolds) and an inspector from Scotland Yard (Percy Waram).",81,74,"Ministry of Fear"
