"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Kanu Behl","Siddharth Anand Kumar, Vikram Mehra","Kanu Behl, Atika Chohan","Yoodlee Films, Saregama India, UFO Production, Saregama","Comedy, Drama","Hindi","2h 12m","Flat (1.66:1)","Guru, a troubled young man, lives in Agra and works in a call center. He is in love with Mala, one of his colleagues. But Guru still lives with his parents, confined with his mother on the ground floor of the house while his father lives on the greener upper floor with his mistress. His mother’s plan to set up a dental clinic on the terrace for his cousin Chhavi, urges him to propose to Mala in order to get his room on the terrace. Then Guru gets the whole family together to introduce them to Mala. But nothing happens as expected.",100,NA,"Agra"
