"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Jackson","Jim Booth","Stephen Sinclair, Fran Walsh, Peter Jackson","Trimark Pictures","R","Horror, Comedy","English","Feb 12, 1993, Original","Sep 8, 1998","$70.5K","1h 41m","Overprotective mother Vera Cosgrove (Elizabeth Moody), spying on her grown son, Lionel (Timothy Balme), as he visits the zoo with the lovely Paquita (Diana Peñalver), is accidentally bitten by the fearsome Sumatran rat-monkey. When the bite turns his beloved mother into a zombie, Lionel tries to keep her locked safely in the basement, but her repeated escapes turn most of the neighbors into the walking dead, who then crash a high-society party thrown by Lionel's boorish Uncle Les (Ian Watkin).",89,86,"Dead Alive"
