"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"James Ivory","Ismail Merchant","Henry James, Ruth Prawer Jhabvala","Lionsgate Films","Merchant Ivory Productions","R (Sex Scene)","Drama","English","Apr 27, 2001, Wide","Nov 6, 2001","$3.0M","2h 14m","SDDS, Dolby Stereo, Surround","Scope (2.35:1)","An intricately plotted tale of thwarted love and betrayal, ""The Golden Bowl"" tells the story of an extravagantly rich American widower (Nick Nolte) and his sheltered daughter (Kate Beckinsale), both of whom marry only to discover that their respective mates, a beautiful American expatriate (Uma Thurman) and an impoverished Italian aristocrat (Jeremy Northam), are entangled with one another in a romantic intrigue of seduction and deceit.",54,39,"The Golden Bowl"
