"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ali Samadi Ahadi","Frank Geiger, Ali Samadi Ahadi","Ali Samadi Ahadi, Arne Nolting","Brave New Work Film Productions, Little Dream Entertainment, Coop99 Filmproduktion","PG (Some Action and Rude Material)","Kids & Family, Comedy, Adventure, Fantasy, Animation","German","1h 24m","Flat (1.85:1)","When Peter sets out on a magical journey to rescue his little sister Anne, he needs to travel to mysterious territory: the Moon! Anne was kidnapped by the evil Moon Man when she tried to help the beetle Mr. Zoomzeman in search for his wife. On his fantastic adventure, Peter lands on the Star Meadow where he meets the sleepy Mr. Sandman. He knows, only at the Night Fairy's dinner in the castle in the clouds, they can find out where Anne is -- but there aren't enough seats for everyone. So they join the wild race along the Milky Way against the five Spirits of Nature: Storm Giant, Lightning Witch, Henry Hail, Rainy Robin and Mother Frost...",17,64,"Moonbound"
