"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Burt Reynolds","Hank Moonjean","Gerald Di Pego","Orion Pictures","R","Crime, Drama","English","Dec 18, 1981, Limited","Jan 1, 2009","1h 59m","Surround","An Atlanta vice-squad detective (Burt Reynolds) loves a high-class call girl (Rachel Ward) linked to politics and a mob boss (Vittorio Gassman).",83,63,"Sharky's Machine"
