"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jacob Kornbluth","Tim Perell, Nicola Usborne","Jacob Kornbluth","R","Drama","English","Jul 2, 2007","1h 33m","Surround","New York schoolteacher Sue Zaidman (Mary-Louise Parker) becomes her family's sole wage earner after her husband, Paul (David Warshofsky), experiences a debilitating stroke. With the crisis threatening to turn her household upside down, Sue's oldest son, Izzy (Michael Silverman), begins to rebel by hanging out with a bunch of neighborhood troublemakers. Sue must now struggle to regain control of her family, even as Izzy's behavior grows increasingly erratic.",40,15,"The Best Thief in the World"
